Michael Jordan GOAT 1988-89 Fleer #17 Chicago Bulls HOF OC but Sharp card,Michael Jordan,$112.50,"Feb 28, 2021

12:23:02 PST",Basketball,Chicago Bulls,1988,Fleer,Ungraded,Not Professionally Graded,,https://www.ebay.com/itm/Michael-Jordan-GOAT-1988-89-Fleer-17-Chicago-Bulls-HOF-OC-but-Sharp-card/203285619412?hash=item2f54c462d4:g:0uIAAOSwt5ZgMsBA
Kobe Bryant 06-07 Stitches In Time Game Used Jersey Numbered 003/199,Kobe Bryant,$117.51,"Feb 28, 2021

12:22:14 PST",Basketball,Los Angeles Lakers,2007,Upper Deck,Ungraded,,"Piece of Authentic, Memorabilia, Serial Numbered",https://www.ebay.com/itm/Kobe-Bryant-06-07-Stitches-In-Time-Game-Used-Jersey-Numbered-003-199/353392402980?hash=item5247d42224:g:L~IAAOSw8btgLste
"Aaron Judge, 2017 Topps Chrome, 1987 30th Anniversary, #87T-8, PSA 9 Mint Yanks",Aaron Judge,$45.00,"Feb 28, 2021

12:21:09 PST",Baseball,New York Yankees,2017,Topps Chrome,9,Professional Sports (PSA),,https://www.ebay.com/itm/Aaron-Judge-2017-Topps-Chrome-1987-30th-Anniversary-87T-8-PSA-9-Mint-Yanks/353400845069?hash=item524854f30d:g:AxAAAOSwAnZgOP41
1998 KEN GRIFFEY JR FINEST REFRACTOR #100 PSA 9 POP 15 MARINERS HOF  (813),Ken Griffey Jr,$252.99,"Feb 28, 2021

12:20:55 PST",Baseball,Seattle Mariners,1998,TOPPS FINEST,9,Professional Sports (PSA),Refractor,https://www.ebay.com/itm/1998-KEN-GRIFFEY-JR-FINEST-REFRACTOR-100-PSA-9-POP-15-MARINERS-HOF-813/353103225946?hash=item523697a45a:g:7QUAAOSwOzpe4YFe
1909 T206 Hal Chase Pink Yankees PSA 4 - VG/EX,Hal Chase,$500.00,"Feb 28, 2021

12:20:29 PST",Baseball,Yankees,1909,T206,4.00,Professional Sports (PSA),,https://www.ebay.com/itm/1909-T206-Hal-Chase-Pink-Yankees-PSA-4-VG-EX/203292254587?hash=item2f5529a17b:g:LB4AAOSwaAdfn34l
Kobe Bryant⚡️1996 Fleer #203 PSA 8 NM-MINT Rookie RC HOF🔥GOAT🏀Lakers!!,Kobe Bryant,$159.00,"Feb 28, 2021

12:20:16 PST",Basketball,Los Angeles Lakers,1996,Fleer,8,Professional Sports (PSA),"Rookie, PSA 8",https://www.ebay.com/itm/Kobe-Bryant-1996-Fleer-203-PSA-8-NM-MINT-Rookie-RC-HOF-GOAT-Lakers/333904987902?hash=item4dbe49c6fe:g:PCIAAOSwnW1gO-n5
2020 Topps Chrome WWE RAW Charlotte Flair Auto /10 Pack Fresh eBay 1/1,Charlotte Flair,$115.50,"Feb 28, 2021

12:19:57 PST",Wrestling,Raw,2020,Topps,Ungraded,,"Refractor, Serial Numbered",https://www.ebay.com/itm/2020-Topps-Chrome-WWE-RAW-Charlotte-Flair-Auto-10-Pack-Fresh-eBay-1-1/353397458635?hash=item52482146cb:g:iw4AAOSwwkhgNWKj
2020 DONRUSS OPTIC JUSTIN HERBERT BASE RATED ROOKIE #153 LOS ANGELES CHARGERS RC,Justin Herbert,$99.99,"Feb 28, 2021

12:19:33 PST",Football,Los Angeles Chargers,2020,Panini,Ungraded,Not Professionally Graded,"Rookie, Single-Insert",https://www.ebay.com/itm/2020-DONRUSS-OPTIC-JUSTIN-HERBERT-BASE-RATED-ROOKIE-153-LOS-ANGELES-CHARGERS-RC/353403512058?hash=item52487da4fa:g:dU0AAOSwpAhgO-mS
LAMELO BALL 2020-21 CERTIFIED BASKETBALL 2020 GRAFFITI ROOKIE INSERT *HORNETS*,Lamelo Ball,$85.00,"Feb 28, 2021

12:19:16 PST",Basketball,Charlotte Hornets,2020,Panini,Ungraded,,"Holographic Foil, Rookie, Short Print (SP), Single-Insert, Single-Parallel",https://www.ebay.com/itm/LAMELO-BALL-2020-21-CERTIFIED-BASKETBALL-2020-GRAFFITI-ROOKIE-INSERT-HORNETS/333897355323?hash=item4dbdd5503b:g:ViwAAOSwU39gMr8p
Allen Iverson 1996-97 Topps Rookie Basketball Card #171. PSA Maybe.,Allen Iverson,$41.00,"Feb 28, 2021

12:18:39 PST",Basketball,Philadelphia 76ers,1996,Topps,Ungraded,Not Professionally Graded,Rookie,https://www.ebay.com/itm/Allen-Iverson-1996-97-Topps-Rookie-Basketball-Card-171-PSA-Maybe/333897354202?hash=item4dbdd54bda:g:IXcAAOSwAQJgMr97
2019-20 PANINI NOIR PJ WASHINGTON ROOKIE PATCH  AUTOGRAPH  CARD #3/99,PJ Washington,$50.00,"Feb 28, 2021

12:16:18 PST",Basketball,Charlotte Hornets,2020,Panini,Ungraded,Not Professionally Graded,"AUTOGRAPH, Piece of Authentic, Rookie, Serial Numbered, Short Print (SP)",https://www.ebay.com/itm/2019-20-PANINI-NOIR-PJ-WASHINGTON-ROOKIE-PATCH-AUTOGRAPH-CARD-3-99/353395330242?hash=item524800ccc2:g:P-QAAOSwU39gMrG8
2014 Bowman Chrome #190 Odell Beckham Jr. Rookie Card Graded BGS All 9.5 ,"Odell Beckham, Jr.",$37.95,"Feb 28, 2021

12:16:15 PST",Football,New York Giants,2014,Bowman,9.5,Beckett (BGS),Rookie,https://www.ebay.com/itm/2014-Bowman-Chrome-190-Odell-Beckham-Jr-Rookie-Card-Graded-BGS-All-9-5/333311463046?hash=item4d9ae94e86:g:D5EAAOSw2PpfvGnG
1988 Fleer Michael Jordan #17 PSA 8 NM-MT,Michael Jordan,$355.00,"Feb 28, 2021

12:15:01 PST",Basketball,Chicago Bulls,1988,Fleer,8,Professional Sports (PSA),,https://www.ebay.com/itm/1988-Fleer-Michael-Jordan-17-PSA-8-NM-MT/203284907493?hash=item2f54b985e5:g:iXcAAOSwaRhgMX6D
1986-87 Fleer #1 Kareem Abdul-Jabbar PSA 8 NM/MT,Kareem Abdul-Jabbar,$290.00,"Feb 28, 2021

12:15:01 PST",Basketball,Los Angeles Lakers,1986,Fleer,8,Professional Sports (PSA),,https://www.ebay.com/itm/1986-87-Fleer-1-Kareem-Abdul-Jabbar-PSA-8-NM-MT/203284912207?hash=item2f54b9984f:g:zP8AAOSwwUhgMYFW
1981 TOPPS #20 Kareem Abdul-Jabbar PSA MINT 9,Kareem Abdul-Jabbar,$338.00,"Feb 28, 2021

12:15:01 PST",Basketball,Los Angeles Lakers,1981,Topps,9,PSA,,https://www.ebay.com/itm/1981-TOPPS-20-Kareem-Abdul-Jabbar-PSA-MINT-9/203285385956?hash=item2f54c0d2e4:g:lWAAAOSwOEZgMoVx
1981 Topps #75 Kevin McHale PSA 8 NM-MT,Kevin McHale,$104.01,"Feb 28, 2021

12:15:01 PST",Basketball,Boston Celtics,1981,Topps,8,Professional Sports (PSA),,https://www.ebay.com/itm/1981-Topps-75-Kevin-McHale-PSA-8-NM-MT/203285402497?hash=item2f54c11381:g:JRcAAOSwbahgMop0
1981-82 Topps #21 Magic Johnson BCCG 10 Mint,Magic Johnson,"$1,325.00","Feb 28, 2021

12:15:01 PST",Basketball,Los Angeles Lakers,1981,Topps,10,Beckett (BCCG),,https://www.ebay.com/itm/1981-82-Topps-21-Magic-Johnson-BCCG-10-Mint/203285426845?hash=item2f54c1729d:g:zeoAAOSwUuRgMpJI
2017 Panini Flawless Kareem Hunt Silver Signature Rookie Auto Sealed /20,Kareem Hunt,$119.99,"Feb 28, 2021

12:13:27 PST",Football,Kansas City Chiefs,2017,"Panini America, Inc.",Uncirculated,Manufacturer,"Autograph, Rookie, SerialNumbered",https://www.ebay.com/itm/2017-Panini-Flawless-Kareem-Hunt-Silver-Signature-Rookie-Auto-Sealed-20/203136926474?hash=item2f4be7830a:g:zgcAAOSwiChfg4J~
